PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",43-4131,Loan Interviewers and Clerks,detailed,"9,520",8.4,1.692,1.08,21.32,"44,330",2.5,11.71,16.72,21.32,25.70,29.35,"24,350","34,790","44,350","53,460","61,040",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",43-4141,New Accounts Clerks,detailed,"1,740",20.9,0.309,0.87,20.03,"41,670",3.6,15.61,16.97,19.35,22.31,24.38,"32,460","35,300","40,250","46,410","50,720",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",43-4151,Order Clerks,detailed,"15,140",6.7,2.691,2.00,16.40,"34,110",1.6,10.23,12.63,15.15,18.90,24.20,"21,270","26,270","31,510","39,320","50,340",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",detailed,"6,320",3.9,1.123,1.11,21.06,"43,810",1.4,12.52,16.05,20.32,25.54,30.67,"26,040","33,380","42,260","53,120","63,790",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",43-4171,Receptionists and Information Clerks,detailed,"38,930",3.4,6.918,0.98,14.70,"30,580",1.2,9.61,11.27,13.78,17.21,21.46,"19,980","23,450","28,660","35,800","44,650",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,detailed,"7,970",11.8,1.417,1.41,19.00,"39,520",2.5,11.66,15.00,19.34,23.09,26.80,"24,260","31,190","40,230","48,020","55,740",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",43-4199,"Information and Record Clerks, All Other",detailed,"7,830",6.0,1.392,1.08,20.61,"42,860",2.1,12.62,16.50,20.63,24.15,28.32,"26,260","34,310","42,910","50,230","58,900",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",43-5011,Cargo and Freight Agents,detailed,"8,230",8.1,1.463,2.49,22.39,"46,580",4.4,13.59,16.33,20.48,26.17,37.24,"28,260","33,960","42,600","54,440","77,470",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",43-5021,Couriers and Messengers,detailed,"5,590",13.6,0.993,1.87,15.57,"32,390",5.4,9.44,11.14,14.81,18.22,24.04,"19,630","23,170","30,800","37,900","49,990",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",43-5031,"Police, Fire, and Ambulance Dispatchers",detailed,"1,650",7.0,0.293,0.42,27.94,"58,120",2.2,15.86,23.77,29.04,33.68,37.43,"32,980","49,440","60,390","70,060","77,860",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",43-5032,"Dispatchers, Except Police, Fire, and Ambulance",detailed,"8,530",6.5,1.515,1.06,19.24,"40,020",2.7,10.18,13.27,17.13,22.68,30.88,"21,180","27,610","35,630","47,170","64,240",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",43-5041,"Meter Readers, Utilities",detailed,"1,180",13.9,0.210,0.83,24.32,"50,580",5.6,13.95,20.04,22.66,31.65,36.53,"29,010","41,680","47,130","65,830","75,990",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",43-5051,Postal Service Clerks,detailed,"2,570",0.0,0.457,0.80,26.07,"54,220",4.1,18.39,27.30,27.31,27.87,27.88,"38,260","56,790","56,800","57,970","57,990",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",43-5052,Postal Service Mail Carriers,detailed,"12,040",0.0,2.139,0.93,25.63,"53,310",3.7,15.69,27.19,28.50,28.51,28.51,"32,630","56,550","59,290","59,300","59,300",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",detailed,"5,960",0.0,1.059,1.33,23.96,"49,840",3.9,15.63,18.83,26.78,27.31,27.31,"32,510","39,170","55,700","56,790","56,800",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",43-5061,"Production, Planning, and Expediting Clerks",detailed,"20,780",3.9,3.693,1.65,23.28,"48,420",1.1,13.03,16.70,21.94,28.65,36.39,"27,090","34,730","45,630","59,590","75,680",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",43-5071,"Shipping, Receiving, and Traffic Clerks",detailed,"41,480",2.9,7.371,1.51,15.09,"31,390",0.8,9.65,11.28,13.99,17.87,22.41,"20,070","23,470","29,100","37,160","46,620",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",43-5081,Stock Clerks and Order Fillers,detailed,"83,130",2.7,14.773,1.05,12.67,"26,360",1.0,9.22,9.46,11.14,14.27,18.98,"19,180","19,680","23,160","29,680","39,480",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",detailed,"4,960",11.3,0.882,1.75,13.35,"27,760",2.8,9.21,9.57,11.71,14.73,20.43,"19,160","19,910","24,350","30,640","42,490",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",43-6011,Executive Secretaries and Executive Administrative Assistants,detailed,"33,820",2.8,6.011,1.24,28.75,"59,810",0.9,17.44,22.20,28.23,34.81,40.78,"36,280","46,180","58,720","72,410","84,830",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",43-6012,Legal Secretaries,detailed,"14,100",9.8,2.506,1.70,25.19,"52,390",3.5,13.80,17.51,23.95,32.42,38.25,"28,700","36,410","49,810","67,440","79,560",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",43-6013,Medical Secretaries,detailed,"28,230",5.3,5.017,1.30,18.09,"37,640",1.7,11.02,13.74,17.43,22.13,26.81,"22,930","28,590","36,250","46,030","55,770",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",detailed,"80,460",2.2,14.298,0.86,19.19,"39,920",1.1,11.09,14.48,18.38,23.33,28.28,"23,060","30,120","38,240","48,520","58,810",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",43-9011,Computer Operators,detailed,"1,640",11.4,0.292,0.78,21.39,"44,490",2.7,11.20,14.81,20.25,26.96,31.94,"23,290","30,810","42,130","56,070","66,440",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",43-9021,Data Entry Keyers,detailed,"11,120",7.2,1.976,1.37,15.23,"31,690",1.6,9.40,11.65,14.48,17.85,22.06,"19,550","24,240","30,110","37,130","45,880",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",43-9022,Word Processors and Typists,detailed,"10,790",1.7,1.917,3.85,21.81,"45,360",7.3,16.01,18.77,21.29,23.79,29.62,"33,300","39,050","44,290","49,490","61,610",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",43-9031,Desktop Publishers,detailed,710,14.4,0.126,1.31,23.26,"48,370",3.5,15.69,18.37,22.31,28.24,34.07,"32,650","38,210","46,410","58,730","70,870",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",43-9041,Insurance Claims and Policy Processing Clerks,detailed,"15,240",8.3,2.708,1.42,19.98,"41,570",1.9,13.03,15.63,19.39,23.10,28.49,"27,100","32,510","40,330","48,050","59,250",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",detailed,"2,500",9.5,0.444,0.64,15.82,"32,910",1.9,9.69,11.56,15.07,18.93,23.16,"20,160","24,050","31,340","39,380","48,160",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",43-9061,"Office Clerks, General",detailed,"122,330",3.0,21.739,1.02,16.04,"33,360",1.1,9.47,11.22,15.04,19.16,23.87,"19,700","23,350","31,290","39,850","49,650",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",43-9071,"Office Machine Operators, Except Computer",detailed,"2,940",12.3,0.522,1.14,16.05,"33,380",2.8,9.41,10.73,14.44,20.45,25.16,"19,580","22,310","30,030","42,530","52,320",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",43-9081,Proofreaders and Copy Markers,detailed,640,14.1,0.114,1.45,18.08,"37,600",4.7,10.59,12.30,15.99,23.04,28.68,"22,020","25,580","33,250","47,920","59,650",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",43-9111,Statistical Assistants,detailed,270,18.1,0.048,0.49,23.00,"47,840",3.7,15.90,18.05,22.08,27.74,33.37,"33,080","37,550","45,920","57,700","69,410",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",43-9199,"Office and Administrative Support Workers, All Other",detailed,"19,650",5.9,3.492,2.01,14.64,"30,450",2.9,9.26,9.60,12.29,17.50,23.61,"19,260","19,960","25,560","36,390","49,110",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",45-0000,"Farming, Fishing, and Forestry Occupations",major,"4,900",11.1,0.870,0.26,13.45,"27,980",6.3,9.16,9.36,10.68,15.77,22.71,"19,060","19,470","22,200","32,790","47,240",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",detailed,120,48.5,0.021,0.15,24.46,"50,880",3.7,16.67,20.89,25.02,28.04,29.76,"34,680","43,460","52,040","58,330","61,900",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",45-2011,Agricultural Inspectors,detailed,700,15.9,0.125,1.17,20.45,"42,540",4.1,12.83,14.30,16.87,26.99,33.91,"26,680","29,740","35,090","56,130","70,540",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",45-2041,"Graders and Sorters, Agricultural Products",detailed,500,18.5,0.088,0.34,10.56,"21,960",2.7,9.22,9.59,10.44,11.30,11.82,"19,180","19,940","21,710","23,500","24,580",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",detailed,"2,450",19.9,0.435,0.22,10.77,"22,410",5.0,9.15,9.27,9.52,10.95,13.62,"19,030","19,280","19,810","22,770","28,320",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",detailed,520,13.5,0.093,0.38,14.68,"30,530",6.5,9.31,10.20,14.20,17.44,21.45,"19,360","21,220","29,540","36,270","44,620",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",45-4011,Forest and Conservation Workers,detailed,220,16.8,0.039,0.78,12.50,"26,010",22.2,9.07,9.07,9.08,15.25,22.96,"18,870","18,870","18,880","31,730","47,770",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-0000,Construction and Extraction Occupations,major,"165,990",1.6,29.496,0.74,25.72,"53,490",1.1,12.52,16.52,23.96,33.56,43.10,"26,030","34,360","49,840","69,800","89,650",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,detailed,"13,310",5.3,2.365,0.63,36.93,"76,810",1.5,23.48,28.50,35.58,44.65,54.40,"48,840","59,290","74,000","92,870","113,140",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-2011,Boilermakers,detailed,**,**,**,**,37.26,"77,500",7.6,21.93,30.32,41.32,45.67,48.27,"45,610","63,060","85,950","94,980","100,400",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-2021,Brickmasons and Blockmasons,detailed,"1,290",21.3,0.229,0.51,26.98,"56,110",5.8,15.74,19.21,26.76,32.91,40.99,"32,730","39,960","55,670","68,460","85,250",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-2022,Stonemasons,detailed,550,40.6,0.098,1.02,17.62,"36,650",7.0,10.69,13.18,17.20,20.89,24.88,"22,230","27,410","35,770","43,460","51,760",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-2031,Carpenters,detailed,"23,280",5.9,4.137,0.89,25.44,"52,910",2.5,12.71,16.85,23.69,32.21,42.88,"26,440","35,050","49,270","66,990","89,190",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-2041,Carpet Installers,detailed,"2,930",27.4,0.521,2.78,21.02,"43,720",13.3,10.14,11.26,16.95,27.75,38.53,"21,100","23,420","35,260","57,710","80,150",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",detailed,560,31.0,0.099,1.39,21.89,"45,530",6.2,13.12,14.90,21.34,27.90,30.82,"27,290","30,990","44,380","58,030","64,110",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-2043,Floor Sanders and Finishers,detailed,**,**,**,**,22.48,"46,770",10.8,15.94,17.65,22.61,27.11,29.35,"33,150","36,720","47,020","56,390","61,050",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-2044,Tile and Marble Setters,detailed,"2,210",16.4,0.393,1.55,21.32,"44,350",3.9,11.29,14.99,20.62,26.83,33.14,"23,480","31,180","42,890","55,800","68,940",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-2051,Cement Masons and Concrete Finishers,detailed,"5,690",9.5,1.011,0.85,25.47,"52,980",3.4,13.60,17.09,25.57,32.30,38.42,"28,290","35,540","53,180","67,180","79,920",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-2053,Terrazzo Workers and Finishers,detailed,520,32.6,0.093,3.93,24.25,"50,440",7.8,14.51,18.62,25.34,29.49,33.49,"30,170","38,740","52,710","61,330","69,660",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-2061,Construction Laborers,detailed,"25,550",5.3,4.540,0.71,19.54,"40,650",1.8,10.34,13.08,17.32,24.75,33.07,"21,510","27,200","36,020","51,480","68,780",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-2071,"Paving, Surfacing, and Tamping Equipment Operators",detailed,990,32.1,0.175,0.46,26.70,"55,530",4.4,17.08,21.14,26.61,31.43,37.53,"35,520","43,980","55,360","65,370","78,050",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-2072,Pile-Driver Operators,detailed,**,**,**,**,31.24,"64,990",12.4,13.95,21.44,28.98,42.95,47.33,"29,030","44,590","60,280","89,340","98,440",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-2073,Operating Engineers and Other Construction Equipment Operators,detailed,"5,550",7.6,0.987,0.38,35.59,"74,030",2.7,22.04,27.37,37.80,43.92,47.42,"45,850","56,920","78,620","91,360","98,630",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-2081,Drywall and Ceiling Tile Installers,detailed,"6,880",8.8,1.223,1.91,26.01,"54,100",3.8,15.22,17.75,23.31,34.41,42.27,"31,660","36,930","48,490","71,570","87,920",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-2082,Tapers,detailed,"1,440",13.0,0.256,2.02,24.45,"50,850",4.1,15.23,18.12,22.69,29.40,38.36,"31,670","37,690","47,200","61,150","79,790",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-2111,Electricians,detailed,"17,990",6.5,3.197,0.74,28.36,"58,990",2.4,15.02,20.56,27.97,35.86,43.55,"31,250","42,760","58,180","74,580","90,580",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-2121,Glaziers,detailed,"1,740",18.2,0.309,0.96,29.03,"60,370",5.1,15.97,19.61,27.67,38.71,46.23,"33,220","40,780","57,560","80,510","96,170",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-2131,"Insulation Workers, Floor, Ceiling, and Wall",detailed,**,**,**,**,26.78,"55,700",10.0,12.27,14.36,18.97,42.59,47.08,"25,520","29,860","39,470","88,590","97,930",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-2132,"Insulation Workers, Mechanical",detailed,500,29.1,0.088,0.41,25.08,"52,170",7.8,13.86,17.23,24.36,31.43,38.58,"28,840","35,840","50,660","65,380","80,240",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-2141,"Painters, Construction and Maintenance",detailed,"10,250",5.1,1.821,1.18,21.77,"45,290",2.5,12.53,15.68,20.19,27.09,33.49,"26,070","32,610","41,990","56,350","69,660",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-2142,Paperhangers,detailed,50,43.0,0.009,0.41,14.82,"30,820",22.2,9.97,10.74,12.02,14.11,32.92,"20,730","22,330","25,000","29,340","68,480",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-2151,Pipelayers,detailed,930,34.5,0.165,0.56,24.95,"51,890",6.2,13.71,19.96,25.22,30.90,35.51,"28,530","41,510","52,450","64,280","73,870",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-2152,"Plumbers, Pipefitters, and Steamfitters",detailed,"11,480",9.1,2.040,0.72,27.21,"56,590",3.5,14.59,17.72,25.35,34.81,45.38,"30,360","36,860","52,730","72,400","94,380",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-2161,Plasterers and Stucco Masons,detailed,"2,870",16.4,0.510,3.14,21.04,"43,760",5.3,11.59,14.99,18.57,25.62,34.74,"24,100","31,170","38,620","53,280","72,260",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-2171,Reinforcing Iron and Rebar Workers,detailed,"1,250",19.5,0.222,1.53,23.29,"48,440",14.6,13.01,14.97,19.90,29.26,40.94,"27,060","31,130","41,390","60,850","85,160",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-2181,Roofers,detailed,"3,580",4.8,0.637,0.80,23.82,"49,530",4.2,13.66,18.44,23.32,29.52,35.40,"28,410","38,360","48,500","61,400","73,640",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-2211,Sheet Metal Workers,detailed,"3,800",10.5,0.674,0.69,27.32,"56,820",4.6,12.81,16.81,25.02,39.42,45.39,"26,640","34,960","52,030","81,990","94,410",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-2221,Structural Iron and Steel Workers,detailed,"1,600",19.6,0.284,0.61,32.08,"66,730",4.1,16.92,24.06,34.08,39.95,44.95,"35,190","50,040","70,880","83,100","93,490",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-2231,Solar Photovoltaic Installers,detailed,770,44.2,0.137,2.75,20.11,"41,830",2.7,13.51,15.68,19.42,23.99,28.41,"28,100","32,610","40,400","49,890","59,100",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",detailed,980,23.0,0.174,1.04,15.02,"31,240",5.9,10.15,11.30,13.75,17.15,20.95,"21,120","23,510","28,610","35,670","43,570",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-3012,Helpers--Carpenters,detailed,940,21.9,0.166,0.61,14.45,"30,050",7.8,9.19,9.37,13.14,17.70,21.74,"19,100","19,490","27,330","36,810","45,230",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-3013,Helpers--Electricians,detailed,"1,810",19.3,0.321,0.62,17.73,"36,880",7.3,11.08,12.86,15.87,22.28,28.23,"23,040","26,760","33,010","46,340","58,730",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",detailed,960,32.1,0.170,2.13,13.83,"28,770",11.6,9.15,9.27,12.83,14.67,20.71,"19,030","19,270","26,690","30,520","43,080",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",detailed,940,23.3,0.167,0.41,15.33,"31,880",3.1,11.92,12.93,14.55,17.06,18.85,"24,790","26,890","30,270","35,480","39,210",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-3019,"Helpers, Construction Trades, All Other",detailed,830,21.0,0.147,1.07,16.83,"35,000",7.0,9.45,11.05,15.50,21.95,26.87,"19,650","22,980","32,230","45,650","55,880",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-4011,Construction and Building Inspectors,detailed,"2,830",7.3,0.503,0.76,38.34,"79,750",3.8,18.33,31.85,40.33,46.25,53.01,"38,120","66,250","83,880","96,200","110,250",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-4021,Elevator Installers and Repairers,detailed,800,21.0,0.143,0.94,42.46,"88,320",5.8,17.59,39.06,45.00,52.10,58.60,"36,590","81,240","93,600","108,360","121,890",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-4031,Fence Erectors,detailed,"1,000",31.2,0.177,1.16,21.52,"44,750",10.2,12.28,15.07,18.66,27.31,36.17,"25,540","31,340","38,810","56,800","75,230",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-4041,Hazardous Materials Removal Workers,detailed,"1,670",17.1,0.297,0.96,20.76,"43,170",3.6,12.87,15.58,18.86,25.15,31.12,"26,780","32,400","39,230","52,310","64,720",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-4051,Highway Maintenance Workers,detailed,990,14.4,0.176,0.17,25.69,"53,430",6.8,16.69,19.04,23.02,28.20,38.34,"34,720","39,610","47,880","58,650","79,740",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,detailed,320,24.0,0.057,0.29,26.40,"54,910",7.7,15.37,17.41,24.67,35.01,42.61,"31,960","36,210","51,310","72,810","88,620",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-4099,"Construction and Related Workers, All Other",detailed,570,21.2,0.100,0.43,20.28,"42,180",6.6,12.18,14.15,19.34,24.49,29.60,"25,330","29,440","40,240","50,940","61,570",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-5012,"Rotary Drill Operators, Oil and Gas",detailed,190,43.0,0.033,0.18,31.35,"65,210",12.2,17.01,22.84,29.57,40.55,44.88,"35,380","47,500","61,510","84,350","93,340",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-5013,"Service Unit Operators, Oil, Gas, and Mining",detailed,340,17.9,0.060,0.14,25.69,"53,430",5.6,15.85,17.67,23.88,32.02,39.71,"32,970","36,760","49,680","66,600","82,590",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-5021,"Earth Drillers, Except Oil and Gas",detailed,380,47.4,0.068,0.48,31.71,"65,950",5.4,22.21,28.30,33.31,36.54,38.49,"46,200","58,860","69,280","75,990","80,050",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-5071,"Roustabouts, Oil and Gas",detailed,**,**,**,**,25.19,"52,390",10.6,13.71,17.59,24.24,30.75,40.11,"28,520","36,590","50,420","63,950","83,420",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-5081,Helpers--Extraction Workers,detailed,100,43.8,0.019,0.11,*,*,*,*,*,*,*,*,*,*,*,*,*,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-0000,"Installation, Maintenance, and Repair Occupations",major,"165,410",1.8,29.393,0.75,24.29,"50,520",1.0,12.03,16.07,22.34,30.93,39.60,"25,020","33,430","46,460","64,330","82,370",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",detailed,"12,990",4.3,2.309,0.71,35.72,"74,290",1.3,18.88,26.64,34.93,44.13,54.41,"39,260","55,420","72,660","91,790","113,160",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",detailed,"3,720",11.7,0.661,0.86,20.69,"43,030",2.1,12.72,15.74,19.28,24.90,30.53,"26,450","32,740","40,100","51,790","63,490",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",detailed,680,42.0,0.121,1.18,26.19,"54,470",10.6,15.22,18.09,26.55,33.75,37.88,"31,650","37,620","55,230","70,190","78,790",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",detailed,"10,490",7.8,1.864,1.17,27.05,"56,260",2.3,15.34,19.56,27.37,34.19,37.83,"31,910","40,670","56,930","71,120","78,690",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-2091,Avionics Technicians,detailed,840,16.3,0.149,1.19,31.44,"65,390",3.6,16.73,23.73,31.48,39.26,45.55,"34,800","49,360","65,490","81,660","94,730",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-2092,"Electric Motor, Power Tool, and Related Repairers",detailed,570,41.0,0.102,0.79,24.42,"50,780",7.2,14.62,18.74,22.37,29.29,38.70,"30,420","38,980","46,540","60,920","80,500",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",detailed,430,9.7,0.076,0.74,34.51,"71,780",5.6,24.83,28.36,34.80,40.65,46.28,"51,640","58,990","72,380","84,550","96,260",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",detailed,"1,840",10.1,0.326,0.65,27.14,"56,460",3.6,15.52,20.16,25.58,34.21,42.18,"32,290","41,940","53,210","71,150","87,740",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",detailed,980,32.6,0.174,1.04,40.00,"83,190",3.1,32.46,35.59,40.03,45.31,48.62,"67,520","74,030","83,260","94,240","101,120",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",detailed,420,24.2,0.076,0.83,15.70,"32,660",4.4,10.07,11.48,14.63,18.60,23.78,"20,940","23,870","30,430","38,690","49,450",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-2097,Electronic Home Entertainment Equipment Installers and Repairers,detailed,790,30.2,0.140,0.72,18.79,"39,080",6.8,10.78,14.21,19.59,22.70,25.45,"22,420","29,570","40,750","47,220","52,930",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-2098,Security and Fire Alarm Systems Installers,detailed,"3,400",14.9,0.604,1.29,22.86,"47,550",4.1,13.14,16.82,22.54,28.68,34.43,"27,330","34,980","46,880","59,660","71,610",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-3011,Aircraft Mechanics and Service Technicians,detailed,"5,510",9.5,0.978,1.09,30.69,"63,840",4.1,17.00,23.01,31.17,39.19,44.56,"35,350","47,870","64,820","81,520","92,690",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-3021,Automotive Body and Related Repairers,detailed,"4,730",8.3,0.841,0.81,20.57,"42,780",4.0,12.04,14.52,18.46,24.16,33.17,"25,050","30,200","38,400","50,250","68,980",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-3023,Automotive Service Technicians and Mechanics,detailed,"19,870",7.0,3.531,0.76,20.74,"43,130",2.7,10.66,13.96,18.10,26.36,34.58,"22,180","29,030","37,640","54,840","71,930",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,detailed,"6,030",9.4,1.072,0.59,25.58,"53,210",2.3,15.74,19.85,26.12,30.60,35.78,"32,750","41,290","54,340","63,650","74,420",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-3041,Farm Equipment Mechanics and Service Technicians,detailed,200,29.0,0.036,0.13,22.66,"47,140",3.7,15.49,17.93,23.05,27.54,30.00,"32,220","37,290","47,950","57,280","62,400",,
