"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","qtrly_estabs","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_chg","oty_qtrly_estabs_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"17009","3","1022","73","0","2020","3","N",1,0,0,0,0,0,0,0,"N",16.62,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17009","5","1022","73","0","2020","3","N",1,0,0,0,0,0,0,0,"N",0.42,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17011","3","1022","73","0","2020","3","N",9,0,0,0,0,0,0,0,"N",23.68,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17011","5","1022","73","0","2020","3","",9,44,30,31,263374,54572,1044,579,"",0.60,0.20,0.14,0.15,0.05,0.21,0.18,0.32,"",-3,-25.0,-11,-20.0,-14,-31.8,-13,-29.5,-58659,-18.2,-24352,-30.9,-620,-37.3,59,11.3
"17013","3","1022","73","0","2020","3","N",1,0,0,0,0,0,0,0,"N",21.24,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17013","5","1022","73","0","2020","3","N",1,0,0,0,0,0,0,0,"N",0.54,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17015","3","1022","73","0","2020","3","",4,12,13,12,37578,14896,93,234,"",20.76,3.43,3.72,3.50,1.73,15.43,15.86,0.49,"",0,0.0,0,0.0,1,8.3,1,9.1,-1379,-3.5,1996,15.5,33,55.0,-23,-8.9
"17015","5","1022","73","0","2020","3","",7,29,30,29,217504,28577,199,570,"",0.93,0.38,0.39,0.38,0.13,0.34,0.10,0.33,"",0,0.0,-4,-12.1,-3,-9.1,-4,-12.1,-47566,-17.9,-5961,-17.3,-7,-3.4,-48,-7.8
"17017","3","1022","73","0","2020","3","N",1,0,0,0,0,0,0,0,"N",7.49,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17017","5","1022","73","0","2020","3","N",6,0,0,0,0,0,0,0,"N",1.15,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17019","3","1022","73","0","2020","3","",8,141,141,143,897012,144858,906,487,"",3.99,1.82,1.84,1.87,1.43,7.95,8.23,0.77,"",0,0.0,-16,-10.2,-23,-14.0,-18,-11.2,-31865,-3.4,-34957,-19.4,51,6.0,42,9.4
"17019","5","1022","73","0","2020","3","",75,1636,1628,1613,22257486,1209459,31417,1053,"",0.95,0.97,0.96,0.94,0.44,0.75,0.86,0.46,"",4,5.6,-177,-9.8,-139,-7.9,-145,-8.2,-578036,-2.5,-558621,-31.6,-24216,-43.5,66,6.7
"17021","5","1022","73","0","2020","3","",10,102,100,97,865764,84413,1644,668,"",0.75,0.59,0.58,0.56,0.21,0.53,0.39,0.37,"",1,11.1,0,0.0,0,0.0,-1,-1.0,81187,10.3,-31309,-27.1,-884,-35.0,64,10.6
"17023","3","1022","73","0","2020","3","N",1,0,0,0,0,0,0,0,"N",6.34,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17023","5","1022","73","0","2020","3","",7,26,26,26,173700,25778,523,514,"",1.13,0.32,0.32,0.32,0.10,0.27,0.22,0.32,"",1,16.7,-11,-29.7,-13,-33.3,-11,-29.7,-88760,-33.8,-9560,-27.1,2,0.4,-22,-4.1
"17025","3","1022","73","0","2020","3","N",1,0,0,0,0,0,0,0,"N",5.99,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17025","5","1022","73","0","2020","3","",8,98,99,97,1273413,97550,938,1000,"",1.22,1.10,1.10,1.09,0.67,0.90,0.43,0.61,"",0,0.0,-8,-7.5,-11,-10.0,-10,-9.3,-272379,-17.6,6709,7.4,-4,-0.4,-104,-9.4
"17027","5","1022","73","0","2020","3","",8,32,32,32,125609,64251,609,302,"",0.47,0.14,0.14,0.14,0.03,0.25,0.12,0.18,"",1,14.3,6,23.1,4,14.3,5,18.5,7618,6.5,23951,59.4,99,19.4,-34,-10.1
"17029","3","1022","73","0","2020","3","N",1,0,0,0,0,0,0,0,"N",1.97,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17029","5","1022","73","0","2020","3","",7,450,447,449,6750761,171077,2821,1157,"",0.35,1.08,1.06,1.05,0.66,0.30,0.27,0.62,"",1,16.7,-41,-8.4,-44,-9.0,-40,-8.2,-190855,-2.7,-105545,-38.2,-1683,-37.4,68,6.2
"17031","1","1022","73","0","2020","3","",2,106,105,105,1315657,0,0,961,"",1.15,0.93,0.93,0.93,0.52,0.00,0.00,0.56,"",0,0.0,13,14.0,17,19.3,16,18.0,-116300,-8.1,0,0.0,0,0.0,-263,-21.5
"17031","3","1022","73","0","2020","3","",74,3969,3916,3908,36204487,652311,7214,708,"",1.09,1.94,1.94,1.94,1.70,1.23,2.26,0.87,"",0,0.0,-358,-8.3,-384,-8.9,-356,-8.3,-676771,-1.8,-153353,-19.0,103,1.4,48,7.3
"17031","5","1022","73","0","2020","3","",2648,48471,48502,48965,1452982571,35653821,797324,2298,"",0.99,1.09,1.09,1.08,0.85,0.76,0.75,0.79,"",107,4.2,-4815,-9.0,-5903,-10.9,-4943,-9.2,28922450,2.0,-34746170,-49.4,-1001574,-55.7,264,13.0
"17033","3","1022","73","0","2020","3","N",2,0,0,0,0,0,0,0,"N",9.81,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17033","5","1022","73","0","2020","3","",7,68,68,64,351635,88994,1815,406,"",0.88,0.53,0.53,0.49,0.10,0.70,0.65,0.19,"",0,0.0,-12,-15.0,-12,-15.0,-23,-26.4,-87111,-19.9,-31119,-25.9,-914,-33.5,-4,-1.0
"17035","3","1022","73","0","2020","3","N",1,0,0,0,0,0,0,0,"N",10.05,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17035","5","1022","73","0","2020","3","N",4,0,0,0,0,0,0,0,"N",1.02,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17037","3","1022","73","0","2020","3","",10,134,132,128,662915,157206,1558,388,"",10.16,4.57,4.48,4.34,2.95,19.60,30.41,0.66,"",0,0.0,-3,-2.2,-10,-7.0,-16,-11.1,-15801,-2.3,-25023,-13.7,-113,-6.8,18,4.9
"17037","5","1022","73","0","2020","3","",30,434,451,475,5886732,542817,14038,999,"",0.78,0.68,0.69,0.72,0.33,0.77,0.82,0.47,"",2,7.1,12,2.8,31,7.4,64,15.6,678743,13.0,46824,9.4,-3162,-18.4,40,4.2
"17039","3","1022","73","0","2020","3","N",2,0,0,0,0,0,0,0,"N",11.08,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17039","5","1022","73","0","2020","3","",5,15,14,17,142046,19484,231,713,"",0.71,0.17,0.16,0.19,0.05,0.22,0.12,0.32,"",1,25.0,1,7.1,0,0.0,3,21.4,7408,5.5,13361,218.2,182,371.4,-27,-3.6
"17041","3","1022","73","0","2020","3","",4,20,19,21,73449,12881,80,282,"",14.06,3.19,3.06,3.42,1.78,6.79,7.91,0.55,"",0,0.0,-1,-4.8,-2,-9.5,0,0.0,-2675,-3.5,-2048,-13.7,9,12.7,3,1.1
"17041","5","1022","73","0","2020","3","",7,21,21,21,268336,9956,100,983,"",0.63,0.15,0.15,0.15,0.08,0.06,0.03,0.53,"",2,40.0,-2,-8.7,-1,-4.5,-2,-8.7,26876,11.1,-9622,-49.1,-73,-42.2,164,20.0
"17043","3","1022","73","0","2020","3","",21,961,957,952,8129853,134733,937,654,"",1.24,1.96,1.96,1.97,1.62,1.02,1.14,0.82,"",0,0.0,-169,-15.0,-154,-13.9,-155,-14.0,-699891,-7.9,-30445,-18.4,-32,-3.3,45,7.4
"17043","5","1022","73","0","2020","3","",491,8373,8287,8421,219393356,5807705,139974,2019,"",0.74,0.78,0.77,0.78,0.55,0.50,0.51,0.71,"",17,3.6,-705,-7.8,-709,-7.9,-320,-3.7,26245185,13.6,-2561804,-30.6,-63786,-31.3,357,21.5
"17045","3","1022","73","0","2020","3","N",1,0,0,0,0,0,0,0,"N",5.90,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17045","5","1022","73","0","2020","3","",9,66,69,71,910726,47078,1259,1020,"",1.35,0.51,0.53,0.55,0.27,0.34,0.33,0.51,"",1,12.5,-24,-26.7,-17,-19.8,-17,-19.3,-100343,-9.9,-218491,-82.3,-6611,-84.0,136,15.4
"17047","3","1022","73","0","2020","3","N",1,0,0,0,0,0,0,0,"N",13.83,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17047","5","1022","73","0","2020","3","N",2,0,0,0,0,0,0,0,"N",0.70,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17049","3","1022","73","0","2020","3","N",2,0,0,0,0,0,0,0,"N",3.41,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17049","5","1022","73","0","2020","3","",21,564,561,583,6928026,252450,7063,936,"",0.91,1.38,1.36,1.40,0.71,0.52,0.68,0.52,"",1,5.0,-48,-7.8,-49,-8.0,-22,-3.6,714091,11.5,-257224,-50.5,-6057,-46.2,151,19.2
"17051","3","1022","73","0","2020","3","N",1,0,0,0,0,0,0,0,"N",4.31,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17051","5","1022","73","0","2020","3","",6,47,53,52,264272,48887,742,401,"",0.66,0.47,0.54,0.51,0.13,0.40,0.26,0.26,"",-2,-25.0,-16,-25.4,-7,-11.7,-7,-11.9,-150498,-36.3,-20611,-29.7,-394,-34.7,-125,-23.8
"17053","3","1022","73","0","2020","3","N",2,0,0,0,0,0,0,0,"N",12.01,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17053","5","1022","73","0","2020","3","",6,25,25,25,149426,38684,254,460,"",0.92,0.29,0.29,0.29,0.07,0.54,0.18,0.23,"",-1,-14.3,-6,-19.4,-6,-19.4,-10,-28.6,-52185,-25.9,-7704,-16.6,-67,-20.9,-20,-4.2
"17055","3","1022","73","0","2020","3","N",1,0,0,0,0,0,0,0,"N",2.83,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17055","5","1022","73","0","2020","3","",10,156,155,156,1520444,37163,307,751,"",0.72,1.00,1.00,0.99,0.47,0.20,0.06,0.47,"",0,0.0,-13,-7.7,-7,-4.3,-12,-7.1,126772,9.1,-31114,-45.6,-171,-35.8,106,16.4
"17057","3","1022","73","0","2020","3","",5,37,34,37,134366,17059,106,287,"",15.22,5.47,5.05,5.50,3.45,9.42,9.36,0.65,"",0,0.0,-4,-9.8,-1,-2.9,0,0.0,6834,5.4,-37,-0.2,25,30.9,27,10.4
"17057","5","1022","73","0","2020","3","",8,72,72,74,753534,42642,520,798,"",0.62,0.49,0.48,0.49,0.24,0.27,0.14,0.50,"",0,0.0,-11,-13.3,-11,-13.3,-9,-10.8,288715,62.1,-33867,-44.3,-229,-30.6,367,85.2
"17059","5","1022","73","0","2020","3","N",1,0,0,0,0,0,0,0,"N",0.42,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17061","3","1022","73","0","2020","3","N",1,0,0,0,0,0,0,0,"N",8.51,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17061","5","1022","73","0","2020","3","N",3,0,0,0,0,0,0,0,"N",0.65,0,0,0,0,0,0,0,"N",-1,-25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17063","3","1022","73","0","2020","3","N",2,0,0,0,0,0,0,0,"N",3.48,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17063","5","1022","73","0","2020","3","",11,78,74,73,1264459,30778,572,1297,"",0.49,0.20,0.19,0.19,0.10,0.06,0.04,0.53,"",0,0.0,-26,-25.0,-31,-29.5,-28,-27.7,48244,4.0,-45808,-59.8,-579,-50.3,392,43.3
"17065","5","1022","73","0","2020","3","N",3,0,0,0,0,0,0,0,"N",0.77,0,0,0,0,0,0,0,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17067","3","1022","73","0","2020","3","",3,12,13,12,41803,23681,148,261,"",14.89,3.63,3.98,3.66,2.24,29.95,39.02,0.60,"",0,0.0,-2,-14.3,-1,-7.1,-1,-7.7,-716,-1.7,-2600,-9.9,24,19.4,22,9.2
"17067","5","1022","73","0","2020","3","",6,25,25,24,293761,27590,238,916,"",0.76,0.35,0.35,0.33,0.20,0.40,0.19,0.58,"",0,0.0,0,0.0,1,4.2,-3,-11.1,44757,18.0,-2370,-7.9,-130,-35.3,160,21.2
"17069","5","1022","73","0","2020","3","N",2,0,0,0,0,0,0,0,"N",1.59,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17071","3","1022","73","0","2020","3","N",1,0,0,0,0,0,0,0,"N",14.61,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17071","5","1022","73","0","2020","3","N",1,0,0,0,0,0,0,0,"N",0.37,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17073","3","1022","73","0","2020","3","",8,66,65,64,324277,97536,610,384,"",16.29,5.81,5.68,5.59,4.29,33.28,28.82,0.75,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17073","5","1022","73","0","2020","3","",14,113,110,110,1466232,104568,1472,1016,"",0.73,0.46,0.43,0.43,0.24,0.40,0.21,0.55,"",2,16.7,-19,-14.4,-15,-12.0,-12,-9.8,-129675,-8.1,-10192,-8.9,-202,-12.1,44,4.5
"17075","3","1022","73","0","2020","3","",3,19,20,19,47546,16690,104,189,"",8.88,2.93,3.15,3.08,1.32,9.16,8.97,0.43,"",0,0.0,-1,-5.0,0,0.0,0,0.0,-545,-1.1,6686,66.8,57,121.3,1,0.5
"17075","5","1022","73","0","2020","3","",14,85,93,86,554502,107820,2125,485,"",1.06,0.60,0.66,0.62,0.19,0.67,0.55,0.31,"",-1,-6.7,-6,-6.6,-10,-9.7,-12,-12.2,-55600,-9.1,-45810,-29.8,-1499,-41.4,3,0.6
"17077","3","1022","73","0","2020","3","",3,26,27,26,173722,30750,454,507,"",5.32,1.29,1.32,1.29,1.16,6.67,15.79,0.89,"",0,0.0,-3,-10.3,-1,-3.6,-2,-7.1,330,0.2,3335,12.2,324,249.2,36,7.6
"17077","5","1022","73","0","2020","3","",14,86,87,86,984041,49464,1146,877,"",0.63,0.20,0.19,0.19,0.08,0.12,0.12,0.43,"",-2,-12.5,-118,-57.8,-114,-56.7,-105,-55.0,-1492871,-60.3,-99489,-66.8,-1729,-60.1,-82,-8.6
"17079","5","1022","73","0","2020","3","",3,9,9,9,62862,9769,78,537,"",0.69,0.25,0.24,0.24,0.08,0.26,0.10,0.31,"",0,0.0,-1,-10.0,-2,-18.2,-2,-18.2,10043,19.0,1168,13.6,4,5.4,156,40.9
"17081","3","1022","73","0","2020","3","N",1,0,0,0,0,0,0,0,"N",2.38,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17081","5","1022","73","0","2020","3","",6,46,47,48,518665,39638,1076,849,"",0.36,0.13,0.13,0.13,0.06,0.10,0.11,0.45,"",-1,-14.3,-30,-39.5,-24,-33.8,-20,-29.4,-17107,-3.2,-18752,-32.1,-115,-9.7,274,47.7
"17083","5","1022","73","0","2020","3","N",3,0,0,0,0,0,0,0,"N",0.40,0,0,0,0,0,0,0,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17085","3","1022","73","0","2020","3","N",2,0,0,0,0,0,0,0,"N",5.68,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17085","5","1022","73","0","2020","3","",7,22,23,23,170340,25220,191,578,"",0.51,0.17,0.17,0.17,0.06,0.14,0.04,0.36,"",0,0.0,-1,-4.3,0,0.0,0,0.0,28994,20.5,3130,14.2,37,24.0,105,22.2
"17087","5","1022","73","0","2020","3","",3,5,5,5,61785,7414,56,951,"",0.84,0.12,0.12,0.11,0.05,0.17,0.05,0.47,"",-1,-25.0,-1,-16.7,-2,-28.6,-2,-28.6,14225,29.9,-2350,-24.1,0,0.0,402,73.2
"17089","3","1022","73","0","2020","3","",10,558,546,538,4592744,35480,648,645,"",1.61,3.37,3.27,3.25,3.41,0.72,2.16,1.03,"",0,0.0,-49,-8.1,-69,-11.2,-63,-10.5,163789,3.7,-130110,-78.6,-1229,-65.5,84,15.0
"17089","5","1022","73","0","2020","3","",160,1828,1807,1807,33195531,668763,15502,1408,"",0.66,0.51,0.49,0.49,0.31,0.15,0.15,0.63,"",14,9.6,-359,-16.4,-232,-11.4,-219,-10.8,944563,2.9,-473561,-41.5,-6518,-29.6,218,18.3
"17091","3","1022","73","0","2020","3","",3,37,36,36,168173,0,0,356,"",2.74,1.01,0.99,1.00,0.64,0.00,0.00,0.64,"",0,0.0,-3,-7.5,-1,-2.7,-2,-5.3,12714,8.2,0,0.0,0,0.0,44,14.1
"17091","5","1022","73","0","2020","3","",30,272,264,252,3412310,215399,6107,999,"",0.70,0.34,0.33,0.31,0.16,0.23,0.27,0.50,"",0,0.0,-68,-20.0,-76,-22.4,-73,-22.5,-385346,-10.1,-222016,-50.8,-4567,-42.8,127,14.6
"17093","3","1022","73","0","2020","3","N",2,0,0,0,0,0,0,0,"N",1.81,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17093","5","1022","73","0","2020","3","",19,71,64,65,876810,88863,1599,1012,"",0.44,0.14,0.12,0.12,0.07,0.13,0.11,0.56,"",1,5.6,-88,-55.3,-82,-56.2,-81,-55.5,-289123,-24.8,-167982,-65.4,-1145,-41.7,415,69.5
"17095","3","1022","73","0","2020","3","N",5,0,0,0,0,0,0,0,"N",10.22,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17095","5","1022","73","0","2020","3","",11,117,108,101,1189876,65901,1469,842,"",0.57,0.37,0.34,0.32,0.18,0.20,0.22,0.53,"",0,0.0,-29,-19.9,-37,-25.5,-38,-27.3,-307232,-20.5,-68575,-51.0,-1534,-51.1,39,4.9
"17097","3","1022","73","0","2020","3","",18,1094,1082,1064,8889577,68670,429,633,"",1.82,3.98,3.94,3.92,2.97,0.91,0.86,0.75,"",0,0.0,-82,-7.0,-67,-5.8,-88,-7.6,-101407,-1.1,-32301,-32.0,-51,-10.6,36,6.0
"17097","5","1022","73","0","2020","3","",266,2405,2354,2405,54759261,1107248,23094,1764,"",0.69,0.40,0.39,0.39,0.23,0.17,0.14,0.58,"",10,3.9,-655,-21.4,-691,-22.7,-528,-18.0,-1359172,-2.4,-2397950,-68.4,-40284,-63.6,331,23.1
"17099","3","1022","73","0","2020","3","",9,93,94,93,425571,105339,659,351,"",7.37,2.75,2.81,2.81,1.71,10.86,10.81,0.61,"",0,0.0,-6,-6.1,0,0.0,0,0.0,19156,4.7,2279,2.2,-130,-16.5,23,7.0
"17099","5","1022","73","0","2020","3","",28,273,288,291,3242281,215163,3972,878,"",0.58,0.37,0.39,0.39,0.16,0.25,0.20,0.43,"",-3,-9.7,-97,-26.2,-76,-20.9,-128,-30.5,-768421,-19.2,-201750,-48.4,-4384,-52.5,75,9.3
"17101","3","1022","73","0","2020","3","N",1,0,0,0,0,0,0,0,"N",7.89,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17101","5","1022","73","0","2020","3","",5,12,13,12,91378,24776,164,570,"",1.01,0.14,0.16,0.14,0.04,0.29,0.09,0.30,"",0,0.0,-6,-33.3,-6,-31.6,-7,-36.8,-22845,-20.0,-1837,-6.9,23,16.3,99,21.0
"17103","5","1022","73","0","2020","3","",9,32,33,33,271217,29403,402,639,"",0.68,0.13,0.14,0.14,0.04,0.15,0.10,0.31,"",0,0.0,-4,-11.1,-4,-10.8,-2,-5.7,34069,14.4,-9590,-24.6,43,12.0,132,26.0
"17105","3","1022","73","0","2020","3","N",3,0,0,0,0,0,0,0,"N",7.10,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17105","5","1022","73","0","2020","3","",11,449,439,424,4531580,114050,2107,797,"",0.66,1.78,1.73,1.69,0.70,0.55,0.45,0.40,"",-2,-15.4,-181,-28.7,-190,-30.2,-199,-31.9,-1430636,-24.0,-327488,-74.2,-8478,-80.1,66,9.0
"17107","3","1022","73","0","2020","3","",4,31,29,29,108394,25895,162,281,"",14.82,4.24,3.95,3.92,2.05,15.54,17.00,0.51,"",0,0.0,-5,-13.9,-5,-14.7,-2,-6.5,-6260,-5.5,1899,7.9,48,42.1,19,7.3
"17107","5","1022","73","0","2020","3","",8,34,34,33,356578,26302,192,815,"",0.76,0.21,0.21,0.20,0.08,0.18,0.06,0.41,"",-1,-11.1,-9,-20.9,-9,-20.9,-9,-21.4,12874,3.7,-20186,-43.4,-60,-23.8,195,31.5
"17109","3","1022","73","0","2020","3","",4,18,18,19,70081,23902,150,294,"",14.14,2.19,2.21,2.32,1.35,13.09,15.85,0.60,"",0,0.0,-2,-10.0,-2,-10.0,-1,-5.0,-3584,-4.9,-3054,-11.3,23,18.1,11,3.9
"17109","5","1022","73","0","2020","3","",7,72,69,67,1083856,33517,413,1203,"",0.63,0.40,0.38,0.37,0.26,0.21,0.13,0.69,"",0,0.0,-20,-21.7,-23,-25.0,-27,-28.7,-79947,-6.9,-55798,-62.5,-652,-61.2,237,24.5
"17111","3","1022","73","0","2020","3","",10,253,256,249,1992447,150984,943,607,"",2.60,3.18,3.22,3.20,3.44,5.94,5.85,1.08,"",0,0.0,-15,-5.6,-18,-6.6,-24,-8.8,-40066,-2.0,-43109,-22.2,-128,-12.0,31,5.4
"17111","5","1022","73","0","2020","3","",81,440,446,442,6684131,368751,7781,1162,"",0.54,0.25,0.25,0.25,0.14,0.16,0.15,0.57,"",2,2.5,-167,-27.5,-148,-24.9,-127,-22.3,-517040,-7.2,-255022,-40.9,-3400,-30.4,223,23.7
"17113","3","1022","73","0","2020","3","N",6,0,0,0,0,0,0,0,"N",3.72,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17113","5","1022","73","0","2020","3","",46,428,428,422,6422208,280350,8185,1160,"",0.73,0.29,0.29,0.29,0.14,0.20,0.26,0.47,"",2,4.5,-61,-12.5,-60,-12.3,-59,-12.3,-307904,-4.6,-93924,-25.1,-6455,-44.1,95,8.9
"17115","3","1022","73","0","2020","3","",4,27,25,24,142771,13855,86,434,"",3.87,0.70,0.65,0.63,0.46,1.43,1.24,0.70,"",0,0.0,0,0.0,-2,-7.4,-3,-11.1,13643,10.6,-3533,-20.3,3,3.6,66,17.9
"17115","5","1022","73","0","2020","3","",28,304,305,304,3592154,222931,4178,908,"",0.69,0.36,0.36,0.36,0.15,0.26,0.18,0.41,"",0,0.0,-68,-18.3,-61,-16.7,-52,-14.6,-246255,-6.4,-208314,-48.3,-3928,-48.5,98,12.1
"17117","3","1022","73","0","2020","3","N",2,0,0,0,0,0,0,0,"N",4.53,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17117","5","1022","73","0","2020","3","",12,55,53,54,494812,40005,334,705,"",0.69,0.30,0.28,0.29,0.13,0.18,0.07,0.43,"",5,71.4,0,0.0,1,1.9,-2,-3.6,90035,22.2,-34681,-46.4,-29,-8.0,132,23.0
"17119","3","1022","73","0","2020","3","",11,210,206,194,1434010,200390,1420,543,"",4.20,2.45,2.38,2.28,2.41,7.57,8.89,1.02,"",0,0.0,-16,-7.1,-21,-9.3,-32,-14.2,23284,1.7,-60627,-23.2,-1020,-41.8,64,13.4
"17119","5","1022","73","0","2020","3","",53,408,399,391,5268421,295514,5564,1015,"",0.52,0.22,0.21,0.20,0.11,0.13,0.10,0.53,"",2,3.9,-108,-20.9,-111,-21.8,-101,-20.5,-835039,-13.7,-199229,-40.3,-3460,-38.3,87,9.4
"17121","3","1022","73","0","2020","3","N",1,0,0,0,0,0,0,0,"N",2.46,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17121","5","1022","73","0","2020","3","",13,105,103,104,1239575,148625,2352,917,"",0.82,0.46,0.45,0.45,0.25,0.61,0.43,0.55,"",1,8.3,-13,-11.0,-11,-9.6,-14,-11.9,43066,3.6,11031,8.0,142,6.4,128,16.2
"17123","3","1022","73","0","2020","3","N",3,0,0,0,0,0,0,0,"N",22.81,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17123","5","1022","73","0","2020","3","",4,26,26,25,187437,18530,148,562,"",0.78,0.48,0.48,0.45,0.15,0.29,0.09,0.33,"",0,0.0,-1,-3.7,-2,-7.1,-2,-7.4,-3812,-2.0,-12563,-40.4,-88,-37.3,24,4.5
"17125","3","1022","73","0","2020","3","N",2,0,0,0,0,0,0,0,"N",13.74,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17125","5","1022","73","0","2020","3","",3,26,19,20,114988,36425,518,408,"",0.53,0.52,0.37,0.37,0.12,0.73,0.46,0.28,"",0,0.0,-6,-18.8,-13,-40.6,-11,-35.5,-52250,-31.2,-5338,-12.8,103,24.8,2,0.5
"17127","5","1022","73","0","2020","3","",5,7,7,9,82423,13649,94,827,"",1.26,0.13,0.13,0.16,0.06,0.19,0.08,0.42,"",0,0.0,-8,-53.3,-8,-53.3,-8,-47.1,-89412,-52.0,-4314,-24.0,-266,-73.9,-17,-2.0
"17129","5","1022","73","0","2020","3","",3,22,22,21,176639,49701,2392,627,"",0.74,0.69,0.73,0.68,0.29,1.31,2.29,0.42,"",0,0.0,6,37.5,6,37.5,5,31.2,61669,53.6,15454,45.1,724,43.4,74,13.4
